Id,TotalLoan,Gender,Education,MaritalStatus,AgeGroup,HstPaySep15,HstPayAug15,HstPayJul15,HstPayJun15,HstPayMay15,HstPayApr15,BillSep15,BillJun15,BillApr15,PaySep15,PayAug15,PayJul15,PayJun15,PayMay15,PayApr15,DefaultPayment
8088,210000,1,2,1,3,0,0,0,0,0,0,85327,50826,53819,2500,3000,3000,2500,2500,2000,0
8089,200000,2,1,2,2,-1,-1,0,0,0,0,1674,7477,6442,7398,1000,1000,145,276,780,0
8090,20000,1,1,2,1,2,2,2,2,2,2,1891,6346,7235,4000,0,1000,0,1237,1000,1
8091,410000,2,1,1,3,2,2,2,0,0,0,180922,175193,114527,7670,2,5561,5432,4546,5191,1
8092,290000,2,1,1,3,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
8093,270000,2,2,2,1,0,0,0,0,0,0,84188,72785,55234,5000,3200,3000,5000,5234,3000,0
8094,90000,2,1,2,2,0,0,0,0,0,0,14421,24129,27725,5000,4000,2000,1075,3500,3000,1
8095,30000,2,1,2,2,0,0,0,0,0,0,26135,26806,22162,2000,2500,1500,1000,2000,3000,0
8096,360000,2,1,2,2,-1,-1,-1,-1,-1,-1,26349,265,5862,4045,2043,265,265,5862,1907,0
8097,240000,1,1,1,2,0,0,0,0,0,0,240770,198585,202932,9000,8009,7100,7324,7200,7074,0
8098,180000,2,2,2,1,0,0,0,0,0,0,180636,132312,42562,20000,20000,10130,3000,4000,84000,0
8099,50000,2,2,1,1,-2,-2,-2,-2,-2,-2,900,0,0,0,0,0,0,0,0,0
8100,50000,2,2,2,5,0,0,0,0,0,0,50883,50497,50555,2200,5300,2000,2000,2000,2000,1
8101,100000,1,2,2,2,0,0,0,0,0,0,83312,38582,40593,2900,2000,1600,1600,2000,1700,0
8102,50000,1,2,2,4,0,0,0,0,0,0,47378,49207,50594,2105,1800,1735,1938,1960,2000,0
8103,360000,1,1,1,5,0,0,0,0,0,0,167922,18258,7691,6206,10030,1061,1011,3016,189853,0
8104,550000,2,4,2,6,-2,-2,-2,-2,-2,-2,277376,19753,8199,6001,6016,19753,464,8199,0,0
8105,260000,2,2,1,4,2,0,0,2,2,2,136007,143637,147016,5400,9500,0,12766,0,0,1
8106,500000,2,1,1,3,-2,-2,-1,2,2,-2,0,3500,0,0,3500,0,0,0,0,1
8107,130000,1,1,2,2,-1,-1,-2,-2,-2,-2,1960,0,0,0,0,0,0,0,0,0
8108,30000,1,2,2,4,0,0,0,0,0,0,28708,20115,18013,1514,1278,671,870,879,0,0
8109,160000,2,1,2,4,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
8110,420000,2,2,1,4,-2,-2,-2,-2,-2,-1,3976,3391,4270,2916,7898,3401,2416,4281,3785,1
8111,50000,2,3,1,1,2,2,2,2,2,2,40189,45189,48904,3900,1900,1900,1900,3600,0,0
8112,30000,2,1,2,3,1,2,0,0,0,0,25747,26578,27783,0,1433,951,983,1099,750,1
8113,50000,2,2,2,2,0,0,2,0,0,0,40253,30097,28167,5806,6,1000,1000,1200,1100,0
8114,160000,2,1,1,4,1,-1,2,2,-2,-2,-5,0,0,781,0,0,0,0,0,1
8115,120000,2,2,2,1,3,3,2,2,3,2,12034,13958,6144,1000,0,2400,100,0,57258,0
8116,50000,2,1,2,2,0,0,0,0,0,0,46471,43396,48676,1807,2016,1796,1570,10000,1778,0
8117,130000,1,2,2,4,0,0,0,-2,-2,-2,130888,0,0,6000,0,0,0,0,0,0
8118,150000,1,1,2,4,2,0,0,0,0,0,143896,70034,20056,6482,3440,2046,4311,5056,1169,1
8119,450000,1,1,1,5,-1,2,-1,-1,-1,-1,5514,575,0,0,949,575,4929,0,0,1
8120,150000,1,1,1,2,-1,-1,-1,0,0,-2,46745,11232,0,20995,91269,56,0,0,0,0
8121,90000,2,2,2,6,0,0,0,-2,-2,-1,30045,0,439,1000,0,0,0,439,20959,0
8122,130000,1,1,2,2,0,0,0,0,0,-2,92174,31682,0,4086,2635,1700,0,0,0,0
8123,130000,1,2,2,2,0,0,0,0,0,2,131801,131743,131430,4800,5250,5050,5700,5100,5012,0
8124,390000,2,2,1,4,-2,-1,0,0,0,0,3983,179690,164339,25146,185059,9137,6513,5058,6000,0
8125,200000,1,2,2,2,2,2,4,4,4,4,2500,2500,2500,0,0,0,0,0,0,1
8126,300000,2,2,1,6,0,0,0,0,0,0,23436,8426,14449,1350,2008,301,3000,5000,5000,0
8127,140000,2,2,1,4,0,0,0,0,0,0,19080,19652,22330,4344,4548,3760,5854,3039,3866,0
8128,200000,2,1,2,3,-1,-1,-1,-1,-1,-1,909,2297,0,2711,3514,2297,928,0,2308,0
8129,30000,1,2,2,2,0,0,0,0,0,0,27020,24082,0,1703,1500,1000,1000,0,0,0
8130,30000,1,3,2,1,2,2,2,0,0,-2,28470,30000,0,3407,0,0,0,0,0,0
8131,160000,2,1,2,3,0,0,0,0,0,0,153002,156314,113486,7812,6700,5000,5049,3825,3570,0
8132,210000,2,2,2,3,0,0,0,0,0,0,31090,43339,45125,28008,15000,1552,1605,1615,1698,0
8133,310000,2,2,2,6,-2,-2,-2,-2,-2,-2,107,235,0,0,0,235,0,0,584,0
8134,400000,2,2,1,3,0,0,-2,-2,-2,-2,9940,101,19982,0,11451,104,600,20015,0,0
8135,50000,2,3,1,3,2,2,2,2,0,0,49873,21826,10100,2200,568,0,516,400,300,1
8136,80000,1,2,1,3,0,0,-1,-1,-1,0,28496,-144,49947,1000,1155,0,59000,2061,1390,0
8137,340000,2,1,2,3,-1,-1,-1,-1,-1,-1,592,1653,415,7102,7796,1653,6185,415,2247,0
8138,140000,1,1,2,2,-2,-1,0,0,0,0,25001,98172,95276,141472,8000,5075,4000,4000,5000,0
8139,380000,1,1,1,4,2,0,0,0,0,0,127449,136616,143914,6600,6000,6000,6000,6000,6005,1
8140,50000,2,2,1,3,1,2,2,0,0,2,51046,51526,48510,2400,0,3000,6000,0,2000,1
8141,10000,1,2,2,3,0,0,0,0,0,0,7026,9559,10042,1200,1400,500,600,500,200,0
8142,30000,2,2,2,2,-1,-1,-2,-1,-1,-1,5688,920,0,0,0,1298,5448,0,10000,0
8143,360000,2,1,1,6,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
8144,150000,2,2,1,5,-1,-1,-1,-1,-1,2,316,0,316,316,316,0,1098,0,0,0
8145,50000,1,1,2,1,0,0,2,2,0,0,15336,16894,19211,3600,1400,0,1200,2000,1000,0
8146,120000,1,2,3,4,0,0,0,0,0,0,3135,6442,8057,1500,1200,1000,1000,1000,1000,0
8147,250000,2,1,2,3,-2,-2,-2,-2,-2,-2,661,0,0,0,268,0,0,0,0,0
8148,20000,1,1,2,1,0,0,0,0,0,0,13359,16200,17273,1300,1270,1000,1000,619,800,1
8149,30000,2,1,1,2,0,0,2,2,0,0,15199,18527,19285,3100,2000,0,679,837,721,1
8150,260000,1,1,2,2,0,0,0,0,0,0,158711,76699,39134,30000,4132,3410,2600,1800,1200,0
8151,250000,2,1,2,2,0,0,0,0,-1,-1,21550,26339,9655,3500,15054,7885,4836,9655,5000,0
8152,260000,2,2,1,4,-1,-1,-1,-1,-1,-1,2699,3540,917,3543,505,3540,2957,917,0,0
8153,150000,2,2,1,3,0,0,0,0,0,0,128278,49019,39742,7000,6000,1800,1600,2000,1700,0
8154,160000,2,2,2,3,-1,-1,-1,0,0,0,11859,13012,24140,0,11354,2000,6000,13000,11000,0
8155,80000,1,2,2,2,0,0,0,-2,-2,-2,79813,0,0,3750,0,0,0,0,0,0
8156,500000,2,1,2,3,1,-2,-2,-2,-2,-2,27794,30368,44196,30199,70403,30455,36,45225,35217,0
8157,110000,2,2,2,2,1,2,2,2,2,2,21068,8682,8623,1102,1000,0,602,0,1000,0
8158,100000,1,1,2,2,0,0,0,0,0,0,97032,28110,0,5341,7009,1777,2000,0,0,0
8159,360000,2,1,1,3,0,0,0,0,0,0,101953,125982,136447,25238,4385,11939,5681,10447,8010,0
8160,330000,1,2,1,8,-2,-1,-1,-2,-2,-2,0,0,0,2500,0,0,0,0,0,0
8161,70000,2,3,1,2,0,0,0,2,0,0,10856,10852,14463,2000,3000,0,2000,3000,4000,0
8162,140000,1,1,2,2,-1,-1,2,0,0,-1,1712,652,1052,2314,0,0,0,1052,652,1
8163,200000,1,1,2,2,0,0,0,0,0,0,151819,160520,167872,6000,5769,5411,5603,6367,4500,0
8164,50000,1,2,1,5,2,0,0,0,0,0,47585,21867,20486,2500,1300,2000,700,1000,2600,1
8165,290000,1,1,1,7,0,0,0,0,0,0,222000,232732,224780,10013,8501,15018,10001,7997,7624,0
8166,30000,1,2,1,7,0,0,0,0,0,-1,29204,7593,1366,1400,1000,1000,235,1366,0,0
8167,180000,2,1,2,2,0,0,0,0,0,0,21760,24117,25106,1689,1693,1009,888,1045,1077,0
8168,30000,1,2,1,3,1,2,2,0,-1,-1,16063,16600,12957,2000,0,0,11959,1200,0,0
8169,180000,2,1,1,5,0,0,0,0,0,0,174648,65613,71934,5000,13000,3000,2700,6000,5000,0
8170,240000,1,1,1,4,-1,-1,-1,-1,-1,-1,2688,2688,2688,2688,2688,2688,2688,2688,2688,0
8171,130000,2,4,1,2,0,0,0,0,0,0,133792,122416,126995,5000,5000,5000,5000,5000,4000,0
8172,230000,1,1,1,2,1,-2,-2,-2,-2,-1,0,0,150,0,0,0,0,150,990,1
8173,500000,1,1,2,4,0,0,0,-1,-1,-1,504644,3887,7413,22650,0,3887,0,7413,0,1
8174,360000,1,2,2,3,1,-1,-1,-2,-2,-2,197746,-659,-659,156108,741,659,0,0,0,0
8175,50000,1,2,2,1,2,2,0,0,0,0,52156,20218,19864,0,1310,705,750,730,700,1
8176,200000,1,1,2,2,-1,-1,-1,0,0,-1,3702,7969,5625,25678,10623,25,16,6000,19,1
8177,230000,1,3,1,5,0,0,0,0,0,0,203135,172772,177113,10000,6528,6000,6500,7000,10000,0
8178,70000,2,2,1,2,3,3,4,4,5,6,31507,37954,41601,3000,3000,3000,3000,3000,0,1
8179,50000,1,2,2,2,2,2,2,2,2,2,39634,42045,43962,2000,1800,1500,1600,2000,1700,1
8180,500000,1,1,1,5,-1,-1,-1,-2,-2,-1,10678,17280,2518,6944,813,17280,26162,2534,2553,0
8181,140000,1,2,1,2,0,0,0,0,0,0,110384,98857,103524,3729,3539,3538,4000,4097,3631,1
8182,140000,2,2,2,1,-1,-1,-1,0,0,0,396,24986,25091,396,21570,4500,1050,1183,6000,0
8183,130000,1,2,2,2,0,0,0,2,0,0,109292,93557,96226,4500,11350,0,3500,4200,3000,1
8184,160000,2,3,1,5,0,0,2,0,0,0,153390,152638,128895,15102,0,6000,5300,4784,4500,0
8185,50000,2,3,2,7,1,-1,2,0,0,0,0,8867,9254,10587,331,317,350,331,500,0
8186,20000,1,3,1,4,0,0,0,2,0,0,13225,13221,12631,1700,2100,0,458,1000,1000,1
8187,360000,2,2,1,4,0,0,0,0,0,0,118368,137605,146194,10000,10000,10000,5500,8000,6000,0
8188,160000,2,2,1,6,0,0,0,2,0,0,67610,75255,59816,4000,10000,0,5000,3000,3000,1
8189,250000,2,1,1,3,-2,-1,2,2,-1,0,0,177,5587,2886,202,0,8068,620,0,0
8190,130000,2,2,2,1,-2,-2,-2,-2,-2,-1,668,550,55138,1200,1300,964,1698,60549,5000,1
8191,190000,1,1,2,3,1,2,2,2,2,2,153364,155932,169625,0,13000,0,13000,6100,0,1
8192,180000,2,2,2,1,-1,-1,-1,-1,-1,-1,2984,1027,589,154,2115,1027,596,589,1115,0
8193,80000,1,2,2,4,0,0,0,0,0,0,78144,50642,50758,3318,3463,1600,1770,50000,1753,0
8194,240000,1,1,2,4,-1,-1,-1,-1,-1,-1,1643,4770,37405,8000,5000,5000,0,40000,22669,0
8195,50000,1,2,2,3,0,0,0,0,0,0,48064,18568,19036,2500,2000,1000,1000,1000,1000,0
8196,160000,2,2,2,6,-1,2,-1,0,-1,2,3139,390,390,0,1863,0,930,0,0,0
8197,90000,2,2,1,5,-2,-2,-2,-2,-2,-2,264,0,264,0,528,0,528,264,0,0
8198,310000,2,2,1,3,-2,-2,-2,-1,0,0,100648,159028,165588,716,6000,159028,5899,5921,6130,0
8199,60000,1,1,2,2,0,0,0,0,2,2,39068,43644,45417,1970,2000,3500,1700,1800,0,0
8200,240000,1,1,2,2,0,0,0,0,0,-1,61888,9643,108493,5022,4014,113,6423,120000,15000,0
8201,50000,2,2,2,1,0,0,2,2,0,0,46393,48598,45400,4700,2000,0,2200,2000,2000,0
8202,150000,2,1,1,3,-1,-1,-1,-1,-1,-1,9779,1725,0,61168,19796,1725,1150,0,0,0
8203,130000,2,2,1,4,2,2,2,2,2,2,99801,104139,109109,5100,4000,3500,4200,4500,3500,0
8204,20000,2,1,2,1,0,0,2,0,0,0,10003,10750,7263,4211,0,237,242,163,22,0
8205,150000,1,1,1,4,0,0,0,0,-1,0,123548,64269,68257,4221,3094,30454,100049,5098,30242,0
8206,240000,1,1,1,4,0,0,0,0,0,0,72339,51508,0,20000,2213,1030,1023,6790,10893,0
8207,50000,1,3,1,5,0,0,0,0,0,0,29875,6389,7857,1700,1250,1000,1000,1000,1000,0
8208,50000,1,3,1,6,0,0,0,0,0,0,43045,43995,43334,1738,1653,1516,1530,2139,1572,0
8209,270000,1,1,1,6,-1,-1,-1,-1,-2,-2,19984,0,0,2099,13056,0,0,0,0,1
8210,20000,2,2,2,2,0,0,0,0,0,0,10818,13332,14619,1300,1217,600,500,1230,0,0
8211,300000,2,2,1,3,-2,-2,-2,-2,-2,-2,11613,11900,0,1513,1000,1059,0,0,51167,0
8212,390000,1,1,1,3,0,0,0,-1,0,0,91701,96725,182122,60081,84908,121081,80000,85000,8000,0
8213,110000,2,1,1,3,0,0,2,0,0,0,14519,15262,14465,3536,3,521,1000,520,325,0
8214,90000,1,2,1,7,0,0,0,0,0,0,85818,50929,49746,5100,2200,2200,1944,2200,2000,0
8215,300000,2,2,1,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
8216,450000,1,3,1,4,2,0,0,0,0,0,152652,77069,36877,7032,3003,10000,11000,3000,58000,1
8217,20000,1,2,2,2,0,0,0,2,2,2,16728,19155,19218,1307,2300,0,1525,0,1000,1
8218,500000,2,1,2,3,1,-1,-1,-1,-1,-1,0,306,316,212,298,306,150,316,0,0
8219,30000,2,2,2,5,0,0,0,0,0,0,32006,27570,29065,1755,1500,1135,1100,1455,775,0
8220,50000,1,2,2,6,0,0,0,2,2,0,15096,18181,10220,2000,2400,420,600,600,500,1
8221,140000,2,2,2,1,-1,0,0,0,0,0,9589,117859,122894,70000,3100,40000,4600,4500,4800,0
8222,10000,1,2,1,4,3,2,2,4,3,2,8261,10852,10085,1500,2000,0,0,0,350,1
8223,120000,2,2,2,3,-2,-2,-2,-2,-2,-1,874,0,20502,0,0,0,305,21742,0,0
8224,30000,1,2,2,2,4,3,2,2,2,0,30562,29887,25006,0,0,1900,15,1030,30802,0
8225,30000,2,2,1,1,1,2,2,2,2,0,28037,29462,29122,1745,0,3554,0,1190,1030,0
8226,20000,1,1,2,3,1,2,2,2,2,2,17971,18453,19288,0,2260,0,1600,0,644,0
8227,10000,1,3,2,3,-1,-1,-1,-1,2,2,6517,10040,10362,344,900,10040,0,790,0,0
8228,110000,2,2,1,3,0,0,0,0,0,0,114023,57595,60086,4097,3360,2100,2100,2200,3000,1
8229,280000,2,1,1,2,-1,-1,-1,-1,-1,-1,2597,985,65862,3807,1160,985,0,65862,66240,0
8230,500000,1,1,1,4,0,0,0,0,0,0,580928,569034,568638,25624,21898,20851,19599,26000,20000,0
8231,50000,2,3,1,5,4,5,4,3,2,0,33100,30748,30016,0,0,0,0,3100,798,1
8232,230000,1,2,1,2,-1,-1,-2,-1,-1,-1,5200,8780,0,0,0,8780,11990,0,0,0
8233,50000,1,2,1,6,-1,-1,-1,-1,-1,-1,493,493,493,493,493,493,493,493,493,0
8234,120000,2,2,2,1,0,0,0,0,0,2,15322,47082,53290,1500,30000,2000,8000,0,5000,0
8235,30000,1,2,2,1,0,0,0,0,0,0,26301,24844,25935,1500,1450,889,920,992,1000,0
8236,330000,2,2,1,2,0,0,0,0,2,2,225079,246414,249107,10000,8507,17215,11000,0,12000,0
8237,360000,1,2,1,2,-1,-1,-1,0,0,0,6323,11152,0,7001,17173,1000,1000,0,200000,0
8238,40000,1,1,2,1,0,0,0,0,2,2,6586,10333,11258,1300,1150,2000,0,1400,0,0
8239,110000,2,1,2,2,2,0,0,0,0,0,106321,79154,69018,4334,4250,2946,2506,2458,2524,1
8240,40000,2,3,1,4,-2,-2,-2,-2,-2,-2,7955,3434,0,5392,5151,3434,1143,0,0,0
8241,70000,2,2,1,2,1,2,0,0,0,0,42490,24306,20216,17,5043,2500,2009,2015,2010,0
8242,100000,1,3,2,1,2,0,0,0,0,0,107643,73119,71579,4048,3105,2700,2510,2703,2700,1
8243,210000,2,2,1,6,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
8244,360000,1,2,1,3,-1,-1,-1,-1,2,-1,696,1692,846,546,0,2538,0,846,696,0
8245,260000,1,2,2,2,0,0,0,0,0,0,150943,135141,107735,5501,5061,5000,5000,3900,3246,0
8246,200000,2,1,2,3,-2,-2,-2,-2,-2,-2,500,0,300,810,500,0,0,300,0,0
8247,160000,1,1,1,4,-1,-1,-1,0,0,0,162,16520,10969,414,6437,10428,463,426,219,1
8248,420000,2,2,1,2,0,0,0,0,0,0,56255,131704,328958,71536,12536,11704,212059,12958,12819,0
8249,140000,2,1,2,2,1,2,0,0,0,0,86761,88227,92044,0,5000,3300,3500,3500,3550,1
8250,180000,1,1,2,3,0,0,0,0,0,0,141510,151106,0,6700,6000,7000,6900,0,0,1
8251,150000,2,3,1,4,2,2,0,0,0,0,153994,75782,69737,0,5000,3000,3000,3000,5000,0
8252,30000,2,2,1,3,0,0,0,0,0,2,22206,25213,27042,2000,1409,1068,3000,0,3450,0
8253,500000,1,1,2,3,0,0,0,0,0,0,8007,20393,24318,3000,4000,6500,5000,2000,4000,0
8254,240000,1,2,1,5,0,0,0,0,0,0,237868,30284,171825,8932,4707,1862,140061,5262,5300,0
8255,30000,1,1,2,1,0,-1,0,0,0,2,2949,17113,11739,19689,2092,1500,1500,0,161,0
8256,80000,1,2,2,2,0,0,0,0,2,0,47916,50142,47592,3122,2123,4300,0,2800,3000,0
8257,80000,1,2,2,3,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
8258,310000,1,1,1,4,1,-1,0,0,0,0,166517,22432,25646,150000,1500,3000,2000,2000,3000,0
8259,180000,2,1,2,3,0,0,0,0,0,0,94001,113047,117660,8000,10000,10000,4500,4500,5300,0
8260,60000,2,2,2,1,0,0,0,0,0,0,63709,15092,10000,2351,1237,422,528,2000,5000,1
8261,170000,2,2,2,3,-1,-1,-2,-1,-1,-1,298,467,0,0,0,467,203,0,1116,0
8262,180000,2,2,1,2,0,0,0,0,0,0,173517,115551,108837,10122,35206,40600,5000,10000,10000,0
8263,180000,1,2,1,2,0,0,0,0,0,0,180827,172440,171645,6600,7738,6200,6418,13000,0,1
8264,350000,1,2,1,4,-1,-1,-1,0,0,-1,1037,3061,391,1365,8722,72,0,391,1406,0
8265,360000,1,2,1,3,0,0,-1,-1,-1,-1,20328,2355,5889,1204,1901,2355,4206,5889,0,0
8266,140000,1,2,1,5,0,0,0,0,0,-1,133899,97268,86728,5425,4979,3715,4498,86728,2412,1
8267,310000,2,3,2,2,-1,0,0,0,0,0,118109,51757,45262,18008,20000,12000,5000,3000,1900,0
8268,30000,1,3,2,1,0,0,0,0,0,2,22821,25360,26414,1397,1415,911,2051,0,1500,0
8269,200000,1,1,2,2,-1,-1,-1,-1,-1,2,5494,628,668,19614,628,628,1604,0,168,1
8270,120000,2,1,2,3,2,2,2,2,2,2,744,1188,1038,444,444,888,0,888,0,1
8271,260000,1,1,1,5,0,0,0,0,0,0,21480,35784,45923,5000,6781,5000,6452,6696,6892,0
8272,60000,2,1,2,2,0,0,0,0,0,0,31142,31837,32122,1842,2000,2000,2000,1500,3000,0
8273,50000,1,2,2,1,0,0,0,0,0,0,10834,12769,14772,1509,1500,605,1500,1500,3000,0
8274,80000,1,1,2,2,0,0,0,2,0,0,47933,41393,43418,2100,3650,0,1700,2000,3000,0
8275,60000,1,1,1,5,1,2,0,0,0,0,62063,31194,30427,0,1744,1100,1074,1200,1000,0
8276,200000,2,3,1,2,1,2,2,2,3,4,104307,115000,127640,0,10000,5000,5000,7661,6608,0
8277,140000,2,1,2,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
8278,30000,1,2,2,1,0,0,0,0,0,0,26328,28509,0,1868,1939,907,1100,0,0,1
8279,110000,2,2,1,3,0,0,2,2,2,2,43780,47900,51131,5000,2000,0,5000,0,5000,0
8280,90000,2,3,1,4,-1,-1,-1,-1,-1,-1,7328,3169,5403,3784,4511,3174,3852,5417,4720,0
8281,40000,2,1,2,2,1,-1,-1,-2,-1,-1,0,0,0,450,0,0,247,0,0,0
8282,110000,2,1,1,2,-1,-1,-1,-1,0,-1,3261,2760,1700,1380,1380,2760,0,1700,0,0
8283,640000,2,1,2,2,0,0,0,0,0,0,116714,40539,5018,4000,4000,2003,7202,5314,3535,0
8284,20000,1,3,2,6,0,0,0,0,-1,-1,9953,14710,0,5000,1275,2704,3200,0,0,0
8285,50000,2,2,1,3,0,0,0,0,0,0,44625,8261,8738,2174,1785,296,306,444,10686,0
8286,30000,1,2,1,1,-1,-1,-2,-1,2,2,30527,25919,25691,1389,0,25919,1000,0,19283,0
8287,140000,2,2,2,2,0,0,0,0,0,0,136497,120147,122574,5000,5000,4300,5000,5158,4200,0
8288,70000,1,2,2,3,1,-1,-1,0,0,0,0,26227,26510,690,25566,1066,1091,1100,1312,0
8289,80000,2,2,1,4,0,0,0,0,0,0,23931,21631,19269,1500,2000,1000,3000,1000,1000,1
8290,100000,2,1,2,2,-2,-2,-2,-2,-2,-2,0,960,1185,0,0,960,0,1185,379,0
8291,180000,1,3,2,4,0,0,0,0,0,-1,66218,8541,57757,1811,5008,5000,30000,62010,50077,0
8292,50000,2,2,2,2,0,0,0,0,0,0,48370,25542,26686,1468,1400,900,1000,1000,600,0
8293,170000,1,1,1,3,-1,-1,-2,-2,-2,-1,473,-103,2297,0,0,0,0,2400,0,1
8294,50000,2,3,2,1,2,2,2,2,2,2,42304,47147,49050,3695,2000,1900,0,3700,0,1
8295,140000,1,1,2,2,0,0,0,0,0,0,135648,100878,106628,5247,3213,2857,2963,4566,1969,1
8296,100000,1,1,2,2,2,2,2,2,2,2,74396,78308,81630,2700,3600,3100,3000,3200,3000,1
8297,10000,1,2,1,3,0,0,0,0,0,0,8593,9691,10131,1300,1200,1000,1000,569,200,0
8298,50000,2,2,2,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
8299,30000,2,2,1,1,0,0,0,2,2,0,26755,29565,27738,1507,2172,1523,0,2000,2000,1
8300,80000,2,2,2,2,0,0,0,0,-1,0,26144,0,42601,1075,1200,0,68424,1264,0,0
8301,290000,2,2,2,2,0,0,0,0,0,0,263796,212359,221260,11320,10000,7600,8000,8000,8200,0
8302,110000,2,1,2,2,0,0,0,0,0,-1,8086,8950,333,1232,1000,0,326,333,12425,0
8303,30000,2,3,2,1,1,3,2,2,2,0,23031,23192,22954,0,0,1800,0,1000,1000,0
8304,70000,2,2,1,1,0,0,0,0,0,0,43397,27906,21430,2500,21000,2000,687,1500,2000,0
8305,300000,2,1,2,1,0,0,0,0,0,0,277680,155562,162626,12005,10155,6000,5000,6000,6000,0
8306,30000,1,2,1,5,0,0,0,0,2,0,24422,30525,29022,1455,1400,4500,0,1500,2000,1
8307,200000,2,1,2,3,-2,-2,-2,-2,-1,-1,0,932,0,0,0,932,2487,0,0,0
8308,130000,1,2,2,2,0,0,0,0,0,0,81603,82632,86061,3963,3500,2956,3220,3100,3344,1
8309,80000,1,1,2,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
8310,50000,2,2,2,3,0,0,0,0,0,0,67570,29250,29519,3000,3000,2100,1500,1300,1200,0
8311,310000,2,1,2,2,0,0,0,0,0,0,33376,27112,9862,2000,2000,1000,1000,661,1000,0
8312,160000,2,2,1,2,-2,-2,-2,-2,-2,-2,11648,5100,0,780,0,5100,0,0,0,0
8313,240000,1,2,1,2,0,0,0,0,0,0,227675,191355,190086,10003,10009,10014,8500,10000,8000,0
8314,100000,2,2,1,3,0,0,0,0,0,0,21237,8275,7075,3013,4031,3012,2006,3121,5781,0
8315,200000,2,4,2,2,0,0,0,0,0,0,98761,88612,89751,4000,3000,3000,3338,5000,4000,0
8316,50000,2,1,2,3,0,0,0,0,0,0,46179,27495,24879,1881,1683,1064,900,862,1000,0
8317,320000,2,3,2,5,0,0,0,0,0,0,300598,114605,119733,14227,9334,4106,4405,4678,4527,0
8318,60000,1,1,1,3,0,0,0,0,0,0,57985,27965,29276,2550,1500,1001,1038,1200,1233,0
8319,60000,1,2,1,4,0,0,0,0,0,-1,58777,22670,950,5005,5000,10216,876,1252,0,0
8320,50000,1,2,1,4,0,0,0,0,0,-1,46100,11112,5919,2133,1058,2000,2043,5919,16346,1
8321,360000,1,2,1,4,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
8322,60000,2,2,2,2,0,0,0,0,0,0,60745,18473,7301,2613,5900,1000,428,1000,2000,0
8323,210000,2,2,2,2,0,0,-1,0,0,-2,2162,139861,826,61,130000,10000,1684,826,1793,0
8324,20000,1,2,1,4,2,2,2,2,2,2,20591,20750,20482,1500,1000,718,3,1800,0,1
8325,100000,2,2,1,4,-1,-1,0,0,0,-1,10228,24550,57200,50836,39033,524,18,57227,422,0
8326,200000,2,1,2,2,0,0,0,0,0,0,47517,10000,0,1219,1000,1000,1340,0,0,0
8327,180000,2,2,1,2,-2,-2,-2,-2,-2,-2,454,3913,15087,14213,10628,7826,1707,15087,5379,0
8328,70000,2,1,2,6,0,0,0,0,0,0,64315,25172,25430,3000,10032,8000,5139,1000,1000,1
8329,170000,2,2,2,5,0,0,0,0,0,0,83074,88753,92455,4100,3500,3200,3300,3334,4000,0
8330,80000,1,1,2,3,0,0,0,0,0,0,68931,65159,65208,2500,3000,2244,2478,4800,0,0
8331,400000,2,1,1,4,-1,-1,-1,0,0,0,8,20305,20695,1274,19143,1305,2063,1695,195000,0
8332,140000,2,2,1,4,0,0,0,0,0,0,138389,41202,36335,5148,3216,2003,3000,3041,5056,0
8333,60000,1,3,1,7,0,0,0,0,0,0,20865,6956,0,1262,1003,0,1050,0,0,0
8334,360000,1,1,1,4,0,0,0,0,0,0,333549,344545,144042,15047,15000,14000,5008,10055,30015,0
8335,240000,2,2,1,4,0,0,0,0,0,0,48502,45827,40868,2200,1923,1682,2000,2000,1300,0
8336,80000,2,2,2,2,1,2,0,0,0,0,57004,39025,29797,0,1900,1418,1800,1300,1000,0
8337,270000,2,2,2,4,0,0,0,0,0,0,116168,118269,123227,4173,4275,4054,4191,4302,4567,0
8338,30000,2,3,1,4,2,2,2,2,2,2,20652,25896,25859,4700,0,2010,1100,0,2100,0
8339,480000,1,1,1,7,-2,-2,-2,-2,-2,-2,24610,18791,68988,4,149654,18885,5940,69337,200655,1
8340,160000,1,2,1,6,-1,-1,-1,-1,-1,-1,269,697,1341,0,697,697,895,1341,402,0
8341,180000,2,2,2,3,2,0,0,0,2,2,51385,57988,61974,3140,923,4663,2530,3687,5000,1
8342,300000,1,1,2,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
